data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments,,,,,,
IOT,1,101,101,N,Ship,Snowflake (SS),Visual,46.81666667,-41.01666667,1904,1904,May,5/9/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 769 May 25,,,,,,
IOT,1,111,111,N,Ship,Pouyer Quertier (SS),Visual,43.48333333,-50.51666667,1904,1904,May,5/9/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw a berg ~12 miles distant,,,,,,
IOT,1,68,68,N,Ship,Bosnia (SS),Visual,42.08333333,-49.31666667,1904,1904,May,5/11/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 768 May 18,,,,,,
IOT,1,69,69,N,Ship,Idaho (SS),Visual,42.1,-49.31666667,1904,1904,May,5/11/04,,Medium,,,,,1,,,,,,46,E,18,E,,,,,,,,HB 768 May 18: saw a berg ~150' long & 60' high,,,,,,
IOT,1,70,70,N,Ship,Cymric (SS),Visual,41.95,-49.43333333,1904,1904,May,5/11/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 768 May 18,,,,,,
IOT,1,88,88,N,Ship,Canada (SS),Visual,42.4,-49.93333333,1904,1904,May,5/11/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 769 May 25: passed 12 miles to the southward of a large berg [position calculated],,,,,,
IOT,1,112,112,N,Ship,Lake Champlain (SS),Visual,47.86666667,-49.75,1904,1904,May,5/13/04,,Berg,20,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: encountered open field ice with 20 bergs in sight,,,,,,
IOT,1,71,71,N,Ship,Bremen (SS),Visual,42.1,-50.1,1904,1904,May,5/14/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 768 May 18,,,,,,
IOT,1,89.1,89.1,N,Ship,Standard (SS),Visual,42.13333333,-50.11666667,1904,1904,May,5/14/04,,Medium,,,,,1,,,,,,76,E,24,E,,,,,,,,"HB 769 May 25: saw a berg 1 mile to the southward [position calculated] ~250 long & 80' high, & several small pieces of ice close to it",,,,,,
IOT,1,89.2,89.2,N,Ship,Standard (SS),Visual,42.13333333,-50.11666667,1904,1904,May,5/14/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,"HB 769 May 25: saw a berg 1 mile to the southward [position calculated] ~250 long & 80' high, & several small pieces of ice close to it",,,,,,
IOT,1,90.1,90.1,N,Ship,Sussex (SS),Visual,42.11666667,-50.08333333,1904,1904,May,5/14/04,,Small,,,,1,,,,,,,,,,,,,,,,,,"HB 769 May 25: passed within 2 miles of a small berg, & 2 small pieces of ice",,,,,,
IOT,1,90.2,90.2,N,Ship,Sussex (SS),Visual,42.11666667,-50.08333333,1904,1904,May,5/14/04,,Growler,,2,,,,,,,,,,,,,,,,,,,,"HB 769 May 25: passed within 2 miles of a small berg, & 2 small pieces of ice",,,,,,
IOT,1,91,91,N,Ship,Shenandoah (SS),Visual,42.16666667,-50.25,1904,1904,May,5/14/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 769 May 25,,,,,,
IOT,1,92.01,92.01,N,Ship,Numidian (SS),Visual,47.78333333,-49.65,1904,1904,May,5/14/04,,Berg,19,,,,,,,,,,,,,,,,,,,,,HB 769 May 25: passed 19 small & medium sized bergs,,,,,,
IOT,0,92.02,92.02,N,Ship,Numidian (SS),Visual,47.58333333,-50.15,1904,1904,May,5/14/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 769 May 25: passed 19 small & medium sized bergs,,,,,,
IOT,1,93,93,N,Ship,Numidian (SS),Visual,47.5,-50.38333333,1904,1904,May,5/14/04,,Small,,,,4,,,,,,,,,,,,,,,,,,HB 769 May 25,,,,,,
IOT,1,103.01,103.01,N,Ship,Lakonia (SS),Visual,48.05,-49.5,1904,1904,May,5/14/04,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 770 Jun 1: passed numerous large & small bergs & saw field ice to the northward,,,,,,
IOT,0,103.02,103.02,N,Ship,Lakonia (SS),Visual,47.66666667,-50.43333333,1904,1904,May,5/14/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 770 Jun 1: passed numerous large & small bergs & saw field ice to the northward,,,,,,
IOT,1,85,85,N,Ship,Arabic (SS),Visual,41.16666667,-48.11666667,1904,1904,May,5/15/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 769 May 25: [exact date in May unknown],,,,,,
IOT,1,94,94,N,Ship,Delaware (SS),Visual,48.41666667,-49.66666667,1904,1904,May,5/15/04,,Large,,,,,,x,,,,,,,,,,,,,,,,HB 769 May 25: saw several large bergs to the eastward & steamed round a quantity of field & drift ice,,,,,,
IOT,1,95,95,N,Ship,Maine (SS),Visual,42.13333333,-50.16666667,1904,1904,May,5/15/04,,Very large,,,,,,,1,,,,244,E,24,E,,,,,,,,HB 769 May 25: saw a large berg ~800' long & 60 to 80' high,,,,,,
IOT,1,96,96,N,Ship,Saxonia (SS),Visual,42.13333333,-50.13333333,1904,1904,May,5/16/04,,Small,,,,1,,,,,,,18,E,3,E,,,,,,,,HB 769 May 25: passed a piece of ice ~60' long & 10' high,,,,,,
IOT,1,104.1,104.1,N,Ship,Hungarian (SS),Visual,47.75,-49.41666667,1904,1904,May,5/16/04,,Large,,,,,,4,,,,,,,,,,,,,,,,HB 770 Jun 1: passed 4 large bergs & several small pieces of ice,,,,,,
IOT,1,104.2,104.2,N,Ship,Hungarian (SS),Visual,47.75,-49.41666667,1904,1904,May,5/16/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 770 Jun 1: passed 4 large bergs & several small pieces of ice,,,,,,
IOT,1,115,115,N,Ship,Laurentian (SS),Visual,46.18333333,-49.35,1904,1904,May,5/16/04,,Medium,,,,,4,,,,,,61,E,24,E,,,,,,,,HB 771 Jun 8: saw 4 small bergs ~200' long & 80' high,,,,,,
IOT,1,116.1,116.1,N,Ship,Laurentian (SS),Visual,46.63333333,-48.31666667,1904,1904,May,5/16/04,,Medium,,,,,1,,,,,,91,E,30,E,,,,,,,,HB 771 Jun 8: saw 2 small bergs 300' long & from 100 to 150' high,,,,,,
IOT,1,116.2,116.2,N,Ship,Laurentian (SS),Visual,46.63333333,-48.31666667,1904,1904,May,5/16/04,,Large,,,,,,1,,,,,91,E,46,E,,,,,,,,HB 771 Jun 8: saw 2 small bergs 300' long & from 100 to 150' high,,,,,,
IOT,1,117.01,117.01,N,Ship,Carthaginian (SS),Visual,48.33333333,-51,1904,1904,May,5/18/04,,Medium,,,,,x,,,,,,,,,,,,,,,,,HB 771 Jun 8: passed a number of moderate sized bergs & some field ice,,,,,,
IOT,0,117.02,117.02,N,Ship,Carthaginian (SS),Visual,48.91666667,-49.43333333,1904,1904,May,5/18/04,,Medium,,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: passed a number of moderate sized bergs & some field ice,,,,,,
IOT,1,97.11,97.11,N,Ship,Columbia (SS),Visual,44.96666667,-48.5,1904,1904,May,5/19/04,,Large,,,,,,10,,,,,,,,,,,,,,,,HB 769 May 25: passed 10 large & 6 small bergs & several detached pieces of ice,,,,,,
IOT,0,97.12,97.12,N,Ship,Columbia (SS),Visual,44.88333333,-49.66666667,1904,1904,May,5/19/04,,Large,,,,,,,,,,,,,,,,,,,,,,HB 769 May 25: passed 10 large & 6 small bergs & several detached pieces of ice,,,,,,
IOT,1,97.21,97.21,N,Ship,Columbia (SS),Visual,44.96666667,-48.5,1904,1904,May,5/19/04,,Small,,,,6,,,,,,,,,,,,,,,,,,HB 769 May 25: passed 10 large & 6 small bergs & several detached pieces of ice,,,,,,
IOT,0,97.22,97.22,N,Ship,Columbia (SS),Visual,44.88333333,-49.66666667,1904,1904,May,5/19/04,,Small,,,,,,,,,,,,,,,,,,,,,,HB 769 May 25: passed 10 large & 6 small bergs & several detached pieces of ice,,,,,,
IOT,1,97.31,97.31,N,Ship,Columbia (SS),Visual,44.96666667,-48.5,1904,1904,May,5/19/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 769 May 25: passed 10 large & 6 small bergs & several detached pieces of ice,,,,,,
IOT,0,97.32,97.32,N,Ship,Columbia (SS),Visual,44.88333333,-49.66666667,1904,1904,May,5/19/04,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 769 May 25: passed 10 large & 6 small bergs & several detached pieces of ice,,,,,,
IOT,1,105.1,105.1,N,Ship,Nordstjernen (SS),Visual,43.36666667,-49.16666667,1904,1904,May,5/19/04,,Medium,,,,,1,,,,,,67,E,15,E,,,,,,,,HB 770 Jun 1: saw a berg ~220' long & 50' high surrounded by 5 small pieces of ice,,,,,,
IOT,1,105.2,105.2,N,Ship,Nordstjernen (SS),Visual,43.36666667,-49.16666667,1904,1904,May,5/19/04,,Growler,,5,,,,,,,,,,,,,,,,,,,,HB 770 Jun 1: saw a berg ~220' long & 50' high surrounded by 5 small pieces of ice,,,,,,
IOT,1,109,109,N,Ship,Montcalm (SS),Visual,45.33333333,-49.76666667,1904,1904,May,5/20/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,133,133,N,Ship,Nereus (SS),Visual,46.58333333,-45.65,1904,1904,May,5/22/04,,Large,,,,,,3,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,106.1,106.1,N,Ship,Austrian (SS),Visual,48.41666667,-48.95,1904,1904,May,5/23/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 770 Jun 1,,,,,,
IOT,1,106.2,106.2,N,Ship,Austrian (SS),Visual,48.41666667,-48.95,1904,1904,May,5/23/04,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 770 Jun 1,,,,,,
IOT,1,118.11,118.12,N,Ship,Siberian (SS),Visual,48.95,-49.5,1904,1904,May,5/23/04,,Berg,12,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 12 bergs of various sizes & numerous detached pieces of ice,,,,,,
IOT,0,118.12,118.12,N,Ship,Siberian (SS),Visual,48.51666667,-50.75,1904,1904,May,5/23/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 12 bergs of various sizes & numerous detached pieces of ice,,,,,,
IOT,1,118.21,118.12,N,Ship,Siberian (SS),Visual,48.95,-49.5,1904,1904,May,5/23/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 12 bergs of various sizes & numerous detached pieces of ice,,,,,,
IOT,0,118.22,118.12,N,Ship,Siberian (SS),Visual,48.51666667,-50.75,1904,1904,May,5/23/04,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 12 bergs of various sizes & numerous detached pieces of ice,,,,,,
IOT,1,142,142,N,Ship,Voorburg (SS),Visual,43.08333333,-49.31666667,1904,1904,May,5/23/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,143.11,143.11,N,Ship,Orthia (SS),Visual,48.56666667,-48.63333333,1904,1904,May,5/23/04,,Large,,,,,,3,,,,,,,,,,,,,,,,HB 772 Jun 15: saw 3 large bergs & several small pieces of ice,,,,,,
IOT,0,143.12,143.12,N,Ship,Orthia (SS),Visual,47.81666667,-50.18333333,1904,1904,May,5/23/04,,Large,,,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw 3 large bergs & several small pieces of ice,,,,,,
IOT,1,143.21,143.21,N,Ship,Orthia (SS),Visual,48.56666667,-48.63333333,1904,1904,May,5/23/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw 3 large bergs & several small pieces of ice,,,,,,
IOT,0,143.22,143.22,N,Ship,Orthia (SS),Visual,47.81666667,-50.18333333,1904,1904,May,5/23/04,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw 3 large bergs & several small pieces of ice,,,,,,
IOT,1,119.01,119.01,N,Ship,Ramore Head (SS),Visual,47.66666667,-48,1904,1904,May,5/24/04,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 771 Jun 8: passed several small bergs,,,,,,
IOT,0,119.02,119.02,N,Ship,Ramore Head (SS),Visual,47.26666667,-50,1904,1904,May,5/24/04,,Small,,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: passed several small bergs,,,,,,
IOT,1,144.01,144.01,N,Ship,Manchester Corporation (SS),Visual,48,-48,1904,1904,May,5/25/04,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw 8 bergs from 80 to 100' long & 30 to 60' high,,,,,,
IOT,0,144.02,144.02,N,Ship,Manchester Corporation (SS),Visual,48,-49,1904,1904,May,5/25/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw 8 bergs from 80 to 100' long & 30 to 60' high,,,,,,
IOT,1,107,107,N,Ship,Lucania (SS),Visual,41.96666667,-48.85,1904,1904,May,5/26/04,,Large,,,,,,1,,,,,122,E,15,E,,,,,,,,HB 770 Jun 1: passed 5 miles to the southward of a berg ~400' long & 50' high,,,,,,
IOT,1,120.1,120.1,N,Ship,Kensington (SS),Visual,42.05,-48.16666667,1904,1904,May,5/26/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 1 large & 2 small bergs ~1 mile apart,,,,,,
IOT,1,120.2,120.2,N,Ship,Kensington (SS),Visual,42.05,-48.16666667,1904,1904,May,5/26/04,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 1 large & 2 small bergs ~1 mile apart,,,,,,
IOT,1,121.11,121.11,N,Ship,Statendam (SS),Visual,42.06666667,-47.73333333,1904,1904,May,5/28/04,,Small,,,,2,,,,,,,46,E,12,E,,,,,,,,HB 771 Jun 8: saw 2 small bergs ~150' long & 40' high & ~20 pieces of ice,,,,,,
IOT,0,121.12,121.12,N,Ship,Statendam (SS),Visual,41.86666667,-48.41666667,1904,1904,May,5/28/04,,Small,,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 2 small bergs ~150' long & 40' high & ~20 pieces of ice,,,,,,
IOT,1,121.21,121.21,N,Ship,Statendam (SS),Visual,42.06666667,-47.73333333,1904,1904,May,5/28/04,,Growler,,20,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 2 small bergs ~150' long & 40' high & ~20 pieces of ice,,,,,,
IOT,0,121.22,121.22,N,Ship,Statendam (SS),Visual,41.86666667,-48.41666667,1904,1904,May,5/28/04,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw 2 small bergs ~150' long & 40' high & ~20 pieces of ice,,,,,,
IOT,1,122.1,122.1,N,Ship,Ethiopia (SS),Visual,45.13333333,-48.8,1904,1904,May,5/28/04,,Medium,,,,,1,,,,,,61,E,30,E,,,,,,,,HB 771 Jun 8: saw a berg ~200' long & 100' high & several small pieces of ice,,,,,,
IOT,1,122.2,122.2,N,Ship,Ethiopia (SS),Visual,45.13333333,-48.8,1904,1904,May,5/28/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw a berg ~200' long & 100' high & several small pieces of ice,,,,,,
IOT,1,123,123,N,Ship,British Princess (SS),Visual,41.96666667,-48.93333333,1904,1904,May,5/28/04,,Medium,,,,,6,,,,,,,,30,E,,,,,,,,HB 771 Jun 8: saw 6 bergs over 100' high,,,,,,
IOT,1,124,124,N,Ship,Sicilia (SS),Visual,42.03333333,-48.36666667,1904,1904,May,5/28/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,125,125,N,Ship,Sicilia (SS),Visual,42.33333333,-48.41666667,1904,1904,May,5/28/04,,Large,,,,,,1,,,,,,,46,E,,,,,,,,HB 771 Jun 8: passed a large berg ~150' high,,,,,,
IOT,1,134,134,N,Ship,Vaderland (SS),Visual,42.03333333,-47.78333333,1904,1904,May,5/28/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,126,126,N,Ship,Tuscarora (SS),Visual,42.06666667,-48.25,1904,1904,May,5/29/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,127,127,N,Ship,Lackawanna (SS),Visual,43.58333333,-48.31666667,1904,1904,May,5/29/04,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,135,135,N,Ship,Lackawanna (SS),Visual,44.25,-47.03333333,1904,1904,May,5/29/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,136,136,N,Ship,Tuscarora (SS),Visual,42.05,-47.91666667,1904,1904,May,5/29/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,145,145,N,Ship,Kentucky (SS),Visual,44.03333333,-46.86666667,1904,1904,May,5/29/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,146,146,N,Ship,Kentucky (SS),Visual,43.5,-49.25,1904,1904,May,5/29/04,,Medium,,,,,3,,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,165.11,165.11,N,Ship,Lake Manitoba (SS),Visual,47.2,-50.75,1904,1904,May,5/29/04,,Small,,,,10,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,128.01,128.01,N,Ship,Island (SS),Visual,41.2,-48.45,1904,1904,May,5/30/04,,Medium,,,,,10,,,,,,37,E,18,E,,,,,,,,HB 771 Jun 8: passed 10 bergs ~120' long & 60' high,,,,,,
IOT,0,128.02,128.02,N,Ship,Island (SS),Visual,40.75,-49.5,1904,1904,May,5/30/04,,Medium,,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: passed 10 bergs ~120' long & 60' high,,,,,,
IOT,1,129,129,N,Ship,Wells City (SS),Visual,42,-48.08333333,1904,1904,May,5/30/04,,Medium,,,,,2,,,,,,,,11,E,,,,,,,,HB 771 Jun 8: saw 2 medium sized bergs ~35' high,,,,,,
IOT,1,137,137,N,Ship,British Empire (SS),Visual,41.98333333,-47.9,1904,1904,May,5/30/04,,Very large,,,,,,,1,,,,244,E,,,,,,,,,,HB 771 Jun 8: saw a berg ~800' long,,,,,,
IOT,1,138,138,N,Ship,Wells City (SS),Visual,42.16666667,-47.48333333,1904,1904,May,5/30/04,,Large,,,,,,2,,,,,,,15,E,,,,,,,,HB 771 Jun 8: saw 2 large bergs ~50' high,,,,,,
IOT,1,139,139,N,Ship,Alleghany (SS),Visual,44.13333333,-46.53333333,1904,1904,May,5/30/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 771 Jun 8: saw a small berg ~4 miles to northward [position calculated],,,,,,
IOT,0,165.12,165.12,N,Ship,Lake Manitoba (SS),Visual,47.9,-48.3,1904,1904,May,5/30/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,113,113,N,Ship,Lake Champlain (SS),Visual,47.83333333,-49.65,1904,1904,May,5/31/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,114,114,N,Ship,Lake Champlain (SS),Visual,47.58333333,-50.26666667,1904,1904,May,5/31/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,130,130,N,Ship,L.P. Holmblad (SS),Visual,42.21666667,-48.25,1904,1904,May,5/31/04,,Very large,,,,,,,1,,,Pinnacle,244,E,46,E,,,,,,,,HB 771 Jun 8: passed a large berg ~800' long & surmounted by 2 pinnacles ~150' high,,,,,,
IOT,1,147,147,N,Ship,Oriana (SS),Visual,48.45,-46.23333333,1904,1904,May,5/31/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw a small berg ~2 miles to the northward [position calculated],,,,,,
IOT,1,166,166,N,Ship,William Broadley (SS),Visual,46.33333333,-45.66666667,1904,1904,May,5/31/04,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,131,131,N,Ship,La Lorraine (SS),Visual,42.18333333,-48.16666667,1904,1904,June,6/1/04,,Ice island,,,,,,,,1,,,305,E,46,E,,,,,,,,HB 771 Jun 8: passed a large berg ~1000' long & 150' high [very likely same as #130],,,,,,
IOT,1,132,132,N,Ship,La Lorraine (SS),Visual,42.13333333,-48.56666667,1904,1904,June,6/1/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,140,140,N,Ship,La Lorraine (SS),Visual,42.25,-47.63333333,1904,1904,June,6/1/04,,Ice island,,,,,,,,1,,,305,E,61,E,,,,,,,,HB 771 Jun 8,,,,,,
IOT,1,141.01,141.01,N,Ship,Astoria (SS),Visual,47,-45,1904,1904,June,6/1/04,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: passed several bergs,,,,,,
IOT,0,141.02,141.02,N,Ship,Astoria (SS),Visual,45,-48,1904,1904,June,6/1/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 771 Jun 8: passed several bergs,,,,,,
IOT,1,148,148,N,Ship,Oriana (SS),Visual,47.68333333,-49.21666667,1904,1904,June,6/1/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,151,151,N,Ship,Ecclesia (SS),Visual,43.73333333,-48.96666667,1904,1904,June,6/1/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,152,152,N,Ship,Ecclesia (SS),Visual,43.63333333,-49.41666667,1904,1904,June,6/1/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,149,149,N,Ship,Oriana (SS),Visual,47.46666667,-50.16666667,1904,1904,June,6/2/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,150,150,N,Ship,Oriana (SS),Visual,47.18333333,-51.58333333,1904,1904,June,6/2/04,,Small,,,,3,,,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,187,187,N,Ship,Turcoman (SS),Visual,46.05,-48.25,1904,1904,June,6/2/04,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,188,188,N,Ship,Turcoman (SS),Visual,46.13333333,-48.25,1904,1904,June,6/2/04,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,228,228,N,Ship,Bangor (SS),Visual,47,-52,1904,1904,June,6/2/04,,Large,,,,,,4,,,,,,,,,,,,,,,,HB 776 July 13,,,,,,
IOT,1,153,153,N,Ship,Rappahannock (SS),Visual,41.91666667,-47.75,1904,1904,June,6/3/04,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw bergs; could not determine size of distance,,,,,,
IOT,1,154,154,N,Ship,Norden (SS),Visual,42.51666667,-48.13333333,1904,1904,June,6/4/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 772 Jun 15: saw a large berg ~11 miles to the northward [position calculated],,,,,,
IOT,1,155.01,155.01,N,Ship,Manchester Trader (SS),Visual,48,-50,1904,1904,June,6/4/04,,Large,,,,,,6,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,0,155.02,155.02,N,Ship,Manchester Trader (SS),Visual,47.66666667,-50.5,1904,1904,June,6/4/04,,Large,,,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,156.1,156.1,N,Ship,Corinthian (SS),Visual,47.9,-50.63333333,1904,1904,June,6/4/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,156.2,156.2,N,Ship,Corinthian (SS),Visual,47.9,-50.63333333,1904,1904,June,6/4/04,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,157,157,N,Ship,Lucerna (SS),Visual,44.78333333,-47.25,1904,1904,June,6/5/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,189.11,189.11,N,Ship,Lakonia (SS),Visual,47.1,-52.01666667,1904,1904,June,6/5/04,,Large,,,,,,x,,,,,,,,,,,,,,,,HB 774 June 29: passed numerous large bergs & detached pieces of ice,,,,,,
IOT,0,189.12,189.12,N,Ship,Lakonia (SS),Visual,47.91666667,-50.16666667,1904,1904,June,6/5/04,,Large,,,,,,,,,,,,,,,,,,,,,,HB 774 June 29: passed numerous large bergs & detached pieces of ice,,,,,,
IOT,1,189.21,189.21,N,Ship,Lakonia (SS),Visual,47.1,-52.01666667,1904,1904,June,6/5/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 774 June 29: passed numerous large bergs & detached pieces of ice,,,,,,
IOT,0,189.22,189.22,N,Ship,Lakonia (SS),Visual,47.91666667,-50.16666667,1904,1904,June,6/5/04,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 774 June 29: passed numerous large bergs & detached pieces of ice,,,,,,
IOT,1,190.01,190.01,N,Ship,Lord Lansdowne (SS),Visual,47,-49,1904,1904,June,6/5/04,,Large,,,,,,6,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,0,190.02,190.02,N,Ship,Lord Lansdowne (SS),Visual,47.5,-51,1904,1904,June,6/5/04,,Large,,,,,,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,210,210,N,Ship,Jacona (SS),Visual,46.58333333,-53.06666667,1904,1904,June,6/5/04,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 775 July 6: passed several bergs off C.Race [position approximate],,,,,,
IOT,1,158,158,N,Ship,August Korff (SS),Visual,41.75,-47.76666667,1904,1904,June,6/6/04,,Small,,,,3,,,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,191.01,191.01,N,Ship,Tunisian (SS),Visual,47.05,-51.5,1904,1904,June,6/6/04,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 774 June 29: saw ice,,,,,,
IOT,0,191.02,191.02,N,Ship,Tunisian (SS),Visual,47.8,-49.95,1904,1904,June,6/6/04,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 774 June 29: saw ice,,,,,,
IOT,1,159,159,N,Ship,East Point (SS),Visual,43.1,-48,1904,1904,June,6/7/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 772 Jun 15,,,,,,
IOT,1,167,167,N,Ship,Lux (SS),Visual,42,-47.58333333,1904,1904,June,6/7/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,192,192,N,Ship,Shenandoah (SS),Visual,42,-50,1904,1904,June,6/7/04,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 774 June 29,,,,,,
IOT,1,168,168,N,Ship,Carthaginian (SS),Visual,48.35,-50.45,1904,1904,June,6/8/04,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 773 Jun 22,,,,,,
IOT,1,160.1,160.1,N,Ship,Anchoria (SS),Visual,44.25,-49.08333333,1904,1904,June,6/9/04,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw a small berg & some detached pieces of ice,,,,,,
IOT,1,160.2,160.2,N,Ship,Anchoria (SS),Visual,44.25,-49.08333333,1904,1904,June,6/9/04,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 772 Jun 15: saw a small berg & some detached pieces of ice,,,,,,
