data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments,
IOT,1,366,366,N,Ship,Victorian (SS),Visual,47.55,-50.58333333,1913,1913,May,5/28/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,367,367,N,Ship,Victorian (SS),Visual,47.53333333,-50.8,1913,1913,May,5/28/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,368,368,N,Ship,Victorian (SS),Visual,47.35,-51.03333333,1913,1913,May,5/28/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,369,369,N,Ship,Westonby (SS),Visual,45.25,-44.83333333,1913,1913,May,5/28/13,2:00,Medium,,,,,1,,,,,,,,21,E,,,,,,,,HB 1241 June 11: passed a berg ~70' high,
IOT,1,370.01,370.01,N,Ship,Westonby (SS),Visual,45.25,-44.83333333,1913,1913,May,5/28/13,2:00,Berg,10,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11: passed 10 bergs within distance of 10 miles north and south of course which was S79°W (true),
IOT,0,370.02,370.02,N,Ship,Westonby (SS),Visual,45.53333333,-46.83333333,1913,1913,May,5/28/13,12:00,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11: passed 10 bergs within distance of 10 miles north and south of course which was S79°W (true),
IOT,1,399,399,N,Ship,Hesperian (SS),Visual,50.45,-42.7,1913,1913,May,5/28/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,609,609,N,Ship,Scotia (SS),Visual,45.33333333,-47,1913,1913,May,5/28/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1240 Jun 4: drift SE 1 kt,
IOT,1,612,612,N,Ship,Westonby (SS),Visual,45.43333333,-47.11666667,1913,1913,May,5/28/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1240 Jun 4,
IOT,1,613,613,N,Ship,Westonby (SS),Visual,45.55,-48,1913,1913,May,5/28/13,,Small,,,,1,,,,,,,,,15,E,,,,,,,,HB 1240 Jun 4: a berg ~50' high,
IOT,1,371,371,N,Ship,Rappahannock (SS),Visual,46.36666667,-43.75,1913,1913,May,5/29/13,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,372,372,N,Ship,Rappahannock (SS),Visual,46.43333333,-43.81666667,1913,1913,May,5/29/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,373,373,N,Ship,Rappahannock (SS),Visual,46.2,-44.06666667,1913,1913,May,5/29/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,374,374,N,Ship,Niagara (SS),Visual,44.53333333,-46,1913,1913,May,5/29/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,375,375,N,Ship,Niagara (SS),Visual,44.33333333,-45.66666667,1913,1913,May,5/29/13,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,376,376,N,Ship,La Touraine (SS),Visual,44.58333333,-46.08333333,1913,1913,May,5/29/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,377.1,377.1,N,Ship,La Touraine (SS),Visual,44.65,-45.8,1913,1913,May,5/29/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,377.2,377.2,N,Ship,La Touraine (SS),Visual,44.65,-45.8,1913,1913,May,5/29/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,377.3,377.3,N,Ship,La Touraine (SS),Visual,44.65,-45.8,1913,1913,May,5/29/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,451,451,N,Ship,Hillglen (SS),Visual,43.33333333,-45.35,1913,1913,May,5/29/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,452,452,N,Ship,Tafna (SS),Visual,43.71666667,-45.6,1913,1913,May,5/29/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: passed a long low berg,
IOT,1,610,610,N,Ship,Scotia (SS),Visual,46.33333333,-48,1913,1913,May,5/29/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1240 Jun 4,
IOT,1,453,453,N,Ship,Indiana (SS),Visual,47.98333333,-50.1,1913,1913,May,5/30/13,,Medium,,,,,1,,,,,,61,E,18,E,,,,,,,,HB 1243 June 25: passed a berg ~200' long & 60' high,
IOT,1,611,611,N,Ship,Scotia (SS),Visual,47.33333333,-52,1913,1913,May,5/30/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1240 Jun 4,
IOT,1,330.1,330.1,N,Ship,Scotia (SS),Visual,48.25,-52.5,1913,1913,May,5/31/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1240 June 4,
IOT,1,330.2,330.2,N,Ship,Scotia (SS),Visual,48.25,-52.5,1913,1913,May,5/31/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1240 June 4,
IOT,1,378,378,N,Ship,Sachem (SS),Visual,43.75,-44.88333333,1913,1913,June,6/1/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,400,400,N,Ship,Montfort (SS),Visual,48.61666667,-44.8,1913,1913,June,6/1/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,401,401,N,Ship,Montfort (SS),Visual,48.03333333,-46.58333333,1913,1913,June,6/1/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,402,402,N,Ship,Montfort (SS),Visual,47.91666667,-47.2,1913,1913,June,6/1/13,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,403,403,N,Ship,Montfort (SS),Visual,48.05,-47.45,1913,1913,June,6/1/13,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,404,404,N,Ship,Willehad (SS),Visual,47.43333333,-42.38333333,1913,1913,June,6/3/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,405,405,N,Ship,Willehad (SS),Visual,47.45,-42.71666667,1913,1913,June,6/3/13,2:00,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1242 June 18. Also mentioned HB 1241 June 11 as of the 5th.,
IOT,1,408.1,408.1,N,Ship,Cairntorr (SS),Visual,48.73333333,-49.3,1913,1913,June,6/3/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18: saw a large berg & several pieces of ice,
IOT,1,408.2,408.2,N,Ship,Cairntorr (SS),Visual,48.73333333,-49.3,1913,1913,June,6/3/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1242 June 18: saw a large berg & several pieces of ice,
IOT,1,409,409,N,Ship,Cairntorr (SS),Visual,48.38333333,-49.68333333,1913,1913,June,6/3/13,,Large,,,,,,3,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,379,379,N,Ship,Winifredian (SS),Visual,43.33333333,-43.91666667,1913,1913,June,6/4/13,,Small,,,,1,,,,,,,15,E,6.1,E,,,,,,,,HB 1241 June 11: passed a small berg 50' long & 20' high [also refered to as Winifred],
IOT,1,406,406,N,Ship,Willehad (SS),Visual,46.75,-45.61666667,1913,1913,June,6/4/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,407,407,N,Ship,Willehad (SS),Visual,46.66666667,-45.51666667,1913,1913,June,6/4/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,410,410,N,Ship,Cairntorr (SS),Visual,47.66666667,-51.16666667,1913,1913,June,6/4/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,411.1,411.1,N,Ship,Mongolian (SS),Visual,48.78333333,-48.35,1913,1913,June,6/4/13,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 1242 June 18: 2 large bergs & several detached pieces of ice,
IOT,1,411.2,411.2,N,Ship,Mongolian (SS),Visual,48.78333333,-48.35,1913,1913,June,6/4/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1242 June 18: 2 large bergs & several detached pieces of ice,
IOT,1,412,412,N,Ship,Mongolian (SS),Visual,48.66666667,-48.76666667,1913,1913,June,6/4/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,413,413,N,Ship,Mongolian (SS),Visual,48.7,-49.16666667,1913,1913,June,6/4/13,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,414,414,N,Ship,Mongolian (SS),Visual,48.56666667,-49.58333333,1913,1913,June,6/4/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,418.1,418.1,N,Ship,Caledonia (SS),Visual,43.41666667,-45.55,1913,1913,June,6/4/13,,Large,,,,,,1,,,,,,,30,E,,,,,,,,HB 1242 June 18: passed a large berg ~100' high; also 2 small bergs ~1 mile apart & 15' high,
IOT,1,418.2,418.2,N,Ship,Caledonia (SS),Visual,43.41666667,-45.55,1913,1913,June,6/4/13,,Small,,,,2,,,,,,,,,4.6,E,,,,,,,,HB 1242 June 18: passed a large berg ~100' high; also 2 small bergs ~1 mile apart & 15' high,
IOT,1,454,454,N,Ship,Vaderland (SS),Visual,47.06666667,-47.1,1913,1913,June,6/4/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,456.1,456.1,N,Ship,Pretorian (SS),Visual,48.08333333,-48.9,1913,1913,June,6/4/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,456.2,456.2,N,Ship,Pretorian (SS),Visual,48.08333333,-48.9,1913,1913,June,6/4/13,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,457,457,N,Ship,Pretorian (SS),Visual,48.13333333,-48.75,1913,1913,June,6/4/13,,Small,,,,1,,,,,,,24,E,15,E,,,,,,,,HB 1243 June 25: a large berg ~50' high & 80' long,
IOT,1,458,458,N,Ship,Pretorian (SS),Visual,48.36666667,-48.41666667,1913,1913,June,6/4/13,,Small,,,,1,,,,,,,18,E,12,E,,,,,,,,HB 1243 June 25: a berg ~40' high & 60' long,
IOT,1,459,459,N,Ship,Pretorian (SS),Visual,49.73333333,-43.93333333,1913,1913,June,6/4/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,460,460,N,Ship,Pretorian (SS),Visual,50.36666667,-42,1913,1913,June,6/4/13,,Small,,,,1,,,,,,,15,E,18,E,,,,,,,,HB 1243 June 25: a berg ~50' long & 60' high,
IOT,1,380.1,380.1,N,Ship,Caledonia (SS),Visual,43.45,-45.56666667,1913,1913,June,6/5/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1241 June 11: a medium sized berg & several pieces of ice,
IOT,1,380.2,380.2,N,Ship,Caledonia (SS),Visual,43.45,-45.56666667,1913,1913,June,6/5/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1241 June 11: a medium sized berg & several pieces of ice,
IOT,1,382,382,N,Ship,Seneca (IP),Visual,44.93333333,-49.26666667,1913,1913,June,6/5/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11: berg grounded,
IOT,1,386,386,N,Ship,California (SS),Visual,43.45,-45.55,1913,1913,June,6/5/13,7:00,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1241 June 11 [name not confused with Caledonia?],
IOT,1,415,415,N,Ship,Mongolian (SS),Visual,47.75,-52.03333333,1913,1913,June,6/5/13,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,416,416,N,Ship,Mongolian (SS),Visual,47.51666667,-52.58333333,1913,1913,June,6/5/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,417,417,N,Ship,Mongolian (SS),Visual,47.61666667,-52.63333333,1913,1913,June,6/5/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1242 June 18: berg aground off St.John's [position approximate],
IOT,1,419,419,N,Ship,Scandinavian (SS),Visual,48.86666667,-48.11666667,1913,1913,June,6/5/13,,Small,,,,1,,,,,,,,,9.1,E,,,,,,,,HB 1242 June 18: passed a berg ~30' high,
IOT,1,455.1,455.1,N,Ship,Vaderland (SS),Visual,48.5,-43.36666667,1913,1913,June,6/5/13,7:00,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25: large berg & numerous small pieces of ice.,
IOT,1,455.2,455.2,N,Ship,Vaderland (SS),Visual,48.5,-43.36666667,1913,1913,June,6/5/13,7:00,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: large berg & numerous small pieces of ice.,
IOT,1,384.01,384.01,N,Ship,Seneca (IP),Visual,47,-44.5,1913,1913,June,6/6/13,,Berg,3,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,0,384.02,384.02,N,Ship,Seneca (IP),Visual,46.65,-53.06666667,1913,1913,June,6/6/13,,Berg,3,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,420,420,N,Ship,Scandinavian (SS),Visual,48.35,-49.25,1913,1913,June,6/6/13,,Medium,,,,,1,,,,,,,,18,E,,,,,,,,HB 1242 June 18: a berg from 50 to 60' high,
IOT,1,421,421,N,Ship,Corsican (SS),Visual,48.7,-47.66666667,1913,1913,June,6/6/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,422,422,N,Ship,Corsican (SS),Visual,48.03333333,-48.55,1913,1913,June,6/6/13,,Berg,3,,,,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,423,423,N,Ship,Corsican (SS),Visual,48.05,-48.76666667,1913,1913,June,6/6/13,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1242 June 18: a large growler,
IOT,1,424,424,N,Ship,Corsican (SS),Visual,47.71666667,-49.01666667,1913,1913,June,6/6/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,425.1,425.1,N,Ship,Ribera (SS),Visual,48.88333333,-49.91666667,1913,1913,June,6/6/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18: a large berg & 3 small bergs close to,
IOT,1,425.2,425.2,N,Ship,Ribera (SS),Visual,48.88333333,-49.91666667,1913,1913,June,6/6/13,,Small,,,,3,,,,,,,,,,,,,,,,,,HB 1242 June 18: a large berg & 3 small bergs close to,
IOT,1,426,426,N,Ship,Ribera (SS),Visual,48.98333333,-49.91666667,1913,1913,June,6/6/13,,Large,,,,,,3,,,,,,,,,,,,,,,,HB 1242 June 18: 3 large bergs 6 miles to the northward [of #425] ,
IOT,1,427,427,N,Ship,Ribera (SS),Visual,48.78333333,-49.91666667,1913,1913,June,6/6/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18: a large berg 6 miles to the southward [of #425] ,
IOT,1,461.11,461.11,N,Ship,Monarch (SS),Visual,47.83333333,-46.83333333,1913,1913,June,6/6/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,0,461.12,461.12,N,Ship,Monarch (SS),Visual,47.83333333,-47.85,1913,1913,June,6/6/13,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,461.21,461.21,N,Ship,Monarch (SS),Visual,47.83333333,-46.83333333,1913,1913,June,6/6/13,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,0,461.22,461.22,N,Ship,Monarch (SS),Visual,47.83333333,-47.85,1913,1913,June,6/6/13,,Small,,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,462,462,N,Ship,Monarch (SS),Visual,47.7,-48.23333333,1913,1913,June,6/6/13,,Large,,,,,,1,,,,,122,E,27,E,,,,,,,,HB 1243 June 25: a large berg ~ 400' long & 80 to 80' high,
IOT,1,463,463,N,Ship,Monarch (SS),Visual,47.76666667,-48.75,1913,1913,June,6/6/13,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,495.1,495.1,N,Ship,Sicilian (SS),Visual,48.01666667,-47.36666667,1913,1913,June,6/6/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1244 July 2,
IOT,1,495.2,495.2,N,Ship,Sicilian (SS),Visual,48.01666667,-47.36666667,1913,1913,June,6/6/13,,Growler,,3,,,,,,,,,,,,,,,,,,,,HB 1244 July 2,
IOT,1,140,140,N,Ship,Holtby (SS),Visual,39.58333333,-64.83333333,1913,1913,June,6/7/13,,Small,,,,1,,,,,,,,,3.1,E,,,,,,,,Marine Observer Vol.9 1932: small iceberg 10 feet high. HB 1241 June 11: passed within 200 yards of a small berg ~10' high. NOTE.- This unusual westerly position was personally verified by the Commanding Officer,
IOT,1,389.1,389.1,N,Ship,La Plata (SS),Visual,43.05,-42.81666667,1913,1913,June,6/7/13,14:00,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,389.2,389.2,N,Ship,La Plata (SS),Visual,43.05,-42.81666667,1913,1913,June,6/7/13,14:00,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,428.1,428.1,N,Ship,Lancastrian (SS),Visual,42.91666667,-43.1,1913,1913,June,6/7/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,428.2,428.2,N,Ship,Lancastrian (SS),Visual,42.91666667,-43.1,1913,1913,June,6/7/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,429,429,N,Ship,Iberian (SS),Visual,43.58333333,-43.45,1913,1913,June,6/7/13,,Small,,,,1,,,,,,Pinnacle,37,E,15,E,,,,,,,,HB 1242 June 18: passed a large berg ~50' high & 120' long with 3 peaks,
IOT,1,430,430,N,Ship,Cestrian (SS),Visual,43.03333333,-43.26666667,1913,1913,June,6/7/13,,Large,,,,,,1,,,,,122,E,37,E,,,,,,,,HB 1242 June 18: passed a bergb ~120' high & 400' long,
IOT,1,431,430,N,Ship,Canada (SS),Visual,43.33333333,-43.33333333,1913,1913,June,6/7/13,,Large,,,,,,1,,,,,122,E,38,E,,,,,,,,HB 1242 June 18: Berg ~400' long & 130' high [probable resight of berg #430],
IOT,1,432,432,N,Ship,Canada (SS),Visual,50.95,-42.78333333,1913,1913,June,6/8/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,464.1,464.1,N,Ship,Manchester Port (SS),Visual,48.11666667,-48.01666667,1913,1913,June,6/8/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25: a large berg & several growlers,
IOT,1,464.2,464.2,N,Ship,Manchester Port (SS),Visual,48.11666667,-48.01666667,1913,1913,June,6/8/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: a large berg & several growlers,
IOT,1,496.1,496.1,N,Ship,Howth Head (SS),Visual,43.06666667,-43.03333333,1913,1913,June,6/8/13,,Medium,,,,,1,,,,,,91,E,76,E,,,,,,,,HB 1244 July 2: passed a large berg ~250' high & 300' long; also a smaller piece ~50' long & a few feet high,
IOT,1,496.2,496.2,N,Ship,Howth Head (SS),Visual,43.06666667,-43.03333333,1913,1913,June,6/8/13,,Small,,,,1,,,,,,,15,E,,,,,,,,,,HB 1244 July 2: passed a large berg ~250' high & 300' long; also a smaller piece ~50' long & a few feet high,
IOT,1,388,388,N,Ship,Olympic (SS),Visual,43.63333333,-42.55,1913,1913,June,6/9/13,3:00,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1241 June 11,
IOT,1,433,433,N,Ship,Pomeranian (SS),Visual,49.18333333,-42.61666667,1913,1913,June,6/9/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,436,436,N,Ship,Comanchee (SS),Visual,43,-43,1913,1913,June,6/9/13,,Very large,,,,,,,1,,,,244,E,61,E,,,,,,,,HB 1242 June 18: passed a berg ~200' high & 800' long,
IOT,1,465,465,N,Ship,Manchester Port (SS),Visual,47.83333333,-49,1913,1913,June,6/9/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,466,466,N,Ship,Victorian (SS),Visual,48.75,-46.81666667,1913,1913,June,6/9/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,467,467,N,Ship,Cymric (SS),Visual,48.56666667,-46.51666667,1913,1913,June,6/9/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,468.1,468.1,N,Ship,Cymric (SS),Visual,48.46666667,-46.81666667,1913,1913,June,6/9/13,,Large,,,,,,5,,,,,,,,,,,,,,,,HB 1243 June 25: 5 large bergs & several growlers,
IOT,1,468.2,468.2,N,Ship,Cymric (SS),Visual,48.46666667,-46.81666667,1913,1913,June,6/9/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: 5 large bergs & several growlers,
IOT,1,469.1,469.1,N,Ship,Cymric (SS),Visual,48.06666667,-48.51666667,1913,1913,June,6/9/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25: a large berg & several growlers,
IOT,1,469.2,469.2,N,Ship,Cymric (SS),Visual,48.06666667,-48.51666667,1913,1913,June,6/9/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: a large berg & several growlers,
IOT,1,497,497,N,Ship,Russ (SS),Visual,50.05,-41.28333333,1913,1913,June,6/9/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1244 July 2,
IOT,1,634,635,N,Ship,Snowdon Range (SS),Visual,45.38333333,-48.61666667,1913,1913,June,6/9/13,,Medium,,,,,1,,,,,,61,E,15,E,,,,,,,,HB 1248 Jul 30: passed a berg ~50' high & 200' long,
IOT,1,434,434,N,Ship,Pomeranian (SS),Visual,47.83333333,-47.85,1913,1913,June,6/10/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,435,435,N,Ship,Pomeranian (SS),Visual,48,-48.11666667,1913,1913,June,6/10/13,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,443,443,N,Ship,Scotia (SS),Visual,47.75,-52.5,1913,1913,June,6/10/13,,Berg,10,,,,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,635,635,N,Ship,Snowdon Range (SS),Visual,46.33333333,-45.5,1913,1913,June,6/10/13,,Medium,,,,,1,,,,,,34,E,18,E,,,,,,,,HB 1248 Jul 30: a berg ~60' high & 110' long,
IOT,1,444,444,N,Ship,Scotia (SS),Visual,48.75,-49.5,1913,1913,June,6/11/13,,Berg,2,,,,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,470.1,470.1,N,Ship,Inkula (SS),Visual,43.13333333,-44,1913,1913,June,6/11/13,,Medium,,,,,1,,,,,,61,E,12,E,,,,,,,,HB 1243 June 25: passed a berg ~40' high & 200' long; also a few pieces of ice,
IOT,1,470.2,470.2,N,Ship,Inkula (SS),Visual,43.13333333,-44,1913,1913,June,6/11/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: passed a berg ~40' high & 200' long; also a few pieces of ice,
IOT,1,471,471,N,Ship,Tritonia (SS),Visual,50.8,-52.6,1913,1913,June,6/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,472,472,N,Ship,Tritonia (SS),Visual,50.95,-52.73333333,1913,1913,June,6/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,473,473,N,Ship,Tritonia (SS),Visual,50.7,-52.8,1913,1913,June,6/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,474,474,N,Ship,Tritonia (SS),Visual,50.65,-52.86666667,1913,1913,June,6/11/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,475,475,N,Ship,Tritonia (SS),Visual,50.75,-53.13333333,1913,1913,June,6/11/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,476.01,476.01,N,Ship,Tritonia (SS),Visual,50.61666667,-53.25,1913,1913,June,6/11/13,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: to Exploits Island passed many large & small bergs,
IOT,0,476.02,476.02,N,Ship,Tritonia (SS),Visual,49.36666667,-55.15,1913,1913,June,6/11/13,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: to Exploits Island passed many large & small bergs,
IOT,1,477,477,N,Ship,Tritonia (SS),Visual,49.75,-55,1913,1913,June,6/11/13,,Berg,15,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: bergs aground on rocks in Notre Dame Bay below Twillingate & C.St.John's [poistion approximate],
IOT,1,636,636,N,Ship,Snowdon Range (SS),Visual,47.41666667,-42.66666667,1913,1913,June,6/11/13,,Small,,,,1,,,,,,Tabular,49,E,,,,,,,,,,HB 1248 Jul 30: a flat piece of ice ~150 to 160' wide,
IOT,1,437,437,N,Ship,Hesperian (SS),Visual,49.3,-47.2,1913,1913,June,6/12/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1242 June 18: saw a small berg 6 miles to the northward [position calculated],
IOT,1,438,438,N,Ship,Hesperian (SS),Visual,48.86666667,-47.96666667,1913,1913,June,6/12/13,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1242 June 18: a small berg 1 mile to the S [position calculated],
IOT,1,439,439,N,Ship,Hesperian (SS),Visual,48.65,-48.4,1913,1913,June,6/12/13,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1242 June 18: a medium sized berg 4 miles to the southward [position calculated],
IOT,1,445,445,N,Ship,Scotia (SS),Visual,50.25,-41.5,1913,1913,June,6/12/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1242 June 18,
IOT,1,487,382,Y,Ship,Seneca (IP),Visual,44.93333333,-49,1913,1913,June,6/12/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: the last berg reported grounded in 44.56N49.14W [#382 5 Jun] has broken in two [this is one piece and the other is #488],
IOT,1,440,440,N,Ship,Hesperian (SS),Visual,47.58333333,-51.03333333,1913,1913,June,6/13/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1242 June 18: a lerg ebrg 8 miles to the westward [position calculated],
IOT,1,488,382,Y,Ship,Seneca (IP),Visual,44.96666667,-48.8,1913,1913,June,6/13/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: the last berg reported grounded in 44.56N49.14W [#382 5 Jun] has broken in two [this is one piece and the other is #487],
IOT,1,478,478,N,Ship,Pisa (SS),Visual,49.66666667,-40.53333333,1913,1913,June,6/14/13,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1243 June 25,
IOT,1,479.1,479.1,N,Ship,Pisa (SS),Visual,49.35,-41.73333333,1913,1913,June,6/14/13,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: a berg & several growlers,
IOT,1,479.2,479.2,N,Ship,Pisa (SS),Visual,49.35,-41.73333333,1913,1913,June,6/14/13,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1243 June 25: a berg & several growlers,
