data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments,
IOT,1,94,94,N,Ship,Corsican (SS),Visual,45.4,-49.15,1909,1909,April,4/28/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,96,96,N,Ship,Canada (SS),Visual,46.2,-48.5,1909,1909,April,4/28/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,97,97,N,Ship,Canada (SS),Visual,45.9,-50.05,1909,1909,April,4/28/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,384,384,N,Ship,Brilliant (SS),Visual,42.81666667,-47.8,1909,1909,April,4/28/09,,Small,,,,1,,,,,,,30,E,15,E,,,,,,,,HB 1028 May 12: passed a berg ~50' high & 100' long,
IOT,1,77,77,N,Ship,California (SS),Visual,44.26666667,-45.66666667,1909,1909,April,4/29/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR. HB 1027 May 5,
IOT,1,375,375,N,Ship,Canada (SS),Visual,46.33333333,-54.15,1909,1909,April,4/29/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,376,376,N,Ship,Iona (SS),Visual,48.25,-50.25,1909,1909,April,4/29/09,,Large,,,,,,4,,,,,,,,,,,,,,,,HB 1028 May 12: passed 4 large bergs & entered field ice stretched to the NW & SW,
IOT,1,377,377,N,Ship,Iona (SS),Visual,48.16666667,-49.5,1909,1909,April,4/29/09,,Large,,,,,,3,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,380.1,380.1,N,Ship,Sicilian (SS),Visual,45.2,-49.9,1909,1909,April,4/29/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1028 May 12: passed a small berg & 2 detached pieces of ice,
IOT,1,380.2,380.2,N,Ship,Sicilian (SS),Visual,45.2,-49.9,1909,1909,April,4/29/09,,Growler,,2,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: passed a small berg & 2 detached pieces of ice,
IOT,1,78,78,N,Ship,California (SS),Visual,43.28333333,-49.4,1909,1909,April,4/30/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR. HB 1027 May 5,
IOT,1,79.1,79.1,N,Ship,Sachem (SS),Visual,43.3,-47.15,1909,1909,April,4/30/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12: Suspect NYMR entry is an average of both bergs,
IOT,1,79.2,79.2,N,Ship,Sachem (SS),Visual,43.31666667,-47.35,1909,1909,April,4/30/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1028 May 12: Suspect NYMR entry is an average of both bergs,
IOT,1,98,98,N,Ship,Ionian (SS),Visual,46.68333333,-46.65,1909,1909,April,4/30/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,99,99,N,Ship,Ionian (SS),Visual,45.83333333,-48.35,1909,1909,April,4/30/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,100,100,N,Ship,Ionian (SS),Visual,45.55,-48.96666667,1909,1909,April,4/30/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,101.01,101.01,N,Ship,Ionian (SS),Visual,45.55,-48.96666667,1909,1909,April,4/30/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: a number of small growlers,
IOT,0,101.02,101.02,N,Ship,Ionian (SS),Visual,45.41666667,-49.25,1909,1909,April,4/30/09,,Growler,,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: a number of small growlers,
IOT,1,102,102,N,Ship,Potsdam (SS),Visual,44.11666667,-46.5,1909,1909,April,4/30/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12. NYMR: unnamed in 44.14N,
IOT,1,361,361,N,Miscellaneous,Cape Race Light,Visual,46.65,-53.06666667,1909,1909,April,4/30/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1027 May 5: bergs everywhere,
IOT,1,403,403,N,Ship,Cassandra (SS),Visual,45.36666667,-46.1,1909,1909,April,4/30/09,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1029 May 19: p[assed a large piece of ice,
IOT,1,81,81,N,Ship,Potsdam (SS),Visual,43.21666667,-49.36666667,1909,1909,May,5/1/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,NYMR. HB 1028 May 12,
IOT,1,103,103,N,Ship,Manitou (SS),Visual,42.26666667,-46.33333333,1909,1909,May,5/1/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,372,372,N,Ship,Ionian (SS),Visual,45.88333333,-54.53333333,1909,1909,May,5/1/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,373,373,N,Ship,Ionian (SS),Visual,46.16666667,-54.61666667,1909,1909,May,5/1/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,378,378,N,Ship,Iona (SS),Visual,45.66666667,-49.41666667,1909,1909,May,5/1/09,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,385.11,385.11,N,Ship,Cassandra (SS),Visual,45.26666667,-50.26666667,1909,1909,May,5/1/09,,Large,,,,,,2,,,,,,,,,,,,,,,,"HB 1029 May 19: passed 5 pieces of ice, 1 small & 2 large bergs",
IOT,0,385.12,385.12,N,Ship,Cassandra (SS),Visual,45.98333333,-54.63333333,1909,1909,May,5/1/09,,Large,,,,,,,,,,,,,,,,,,,,,,"HB 1029 May 19: passed 5 pieces of ice, 1 small & 2 large bergs",
IOT,1,385.21,385.21,N,Ship,Cassandra (SS),Visual,45.26666667,-50.26666667,1909,1909,May,5/1/09,,Small,,,,1,,,,,,,,,,,,,,,,,,"HB 1029 May 19: passed 5 pieces of ice, 1 small & 2 large bergs",
IOT,0,385.22,385.22,N,Ship,Cassandra (SS),Visual,45.98333333,-54.63333333,1909,1909,May,5/1/09,,Small,,,,,,,,,,,,,,,,,,,,,,"HB 1029 May 19: passed 5 pieces of ice, 1 small & 2 large bergs",
IOT,1,385.31,385.31,N,Ship,Cassandra (SS),Visual,45.26666667,-50.26666667,1909,1909,May,5/1/09,,Growler,,5,,,,,,,,,,,,,,,,,,,,"HB 1029 May 19: passed 5 pieces of ice, 1 small & 2 large bergs",
IOT,0,385.32,385.32,N,Ship,Cassandra (SS),Visual,45.98333333,-54.63333333,1909,1909,May,5/1/09,,Growler,,,,,,,,,,,,,,,,,,,,,,"HB 1029 May 19: passed 5 pieces of ice, 1 small & 2 large bergs",
IOT,1,392,392,N,Ship,Mount Temple (SS),Visual,43.03333333,-48.33333333,1909,1909,May,5/1/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1029 May 19: [date and position unclear],
IOT,1,393.1,393.1,N,Ship,Mount Temple (SS),Visual,42.95,-48.91666667,1909,1909,May,5/1/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1029 May 19: [date and position unclear],
IOT,1,393.2,393.2,N,Ship,Mount Temple (SS),Visual,42.95,-48.91666667,1909,1909,May,5/1/09,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1029 May 19: [date and position unclear],
IOT,1,399,399,N,Ship,Manchester Exchange (SS),Visual,43.61666667,-46.71666667,1909,1909,May,5/1/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,400,400,N,Ship,Manchester Exchange (SS),Visual,43.1,-48.38333333,1909,1909,May,5/1/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,401,401,N,Ship,Manchester Exchange (SS),Visual,43.03333333,-48.73333333,1909,1909,May,5/1/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,402,402,N,Ship,Manchester Exchange (SS),Visual,42.91666667,-48.8,1909,1909,May,5/1/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,440,440,N,Ship,Hesperian (SS),Visual,43.48333333,-46.83333333,1909,1909,May,5/1/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,441,441,N,Ship,Hesperian (SS),Visual,43.58333333,-46.65,1909,1909,May,5/1/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,442,442,N,Ship,Hesperian (SS),Visual,43.73333333,-46.36666667,1909,1909,May,5/1/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,443,443,N,Ship,Hesperian (SS),Visual,43.93333333,-46,1909,1909,May,5/1/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,104.1,104.1,N,Ship,Caronia (SS),Visual,42.13333333,-43.63333333,1909,1909,May,5/2/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12: large berg with several detached pieces of ice in vicinity,
IOT,1,104.2,104.2,N,Ship,Caronia (SS),Visual,42.13333333,-43.63333333,1909,1909,May,5/2/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: large berg with several detached pieces of ice in vicinity,
IOT,1,379.01,349.01,N,Ship,Iona (SS),Visual,46.23333333,-53.06666667,1909,1909,May,5/2/09,,Berg,12,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: between C.Race & C.St.Marys saw ~12 large & small bergs from 20 to 28 miles offshore [approximate positions calculated],
IOT,0,379.02,379.02,N,Ship,Iona (SS),Visual,46.4,-54.2,1909,1909,May,5/2/09,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: between C.Race & C.St.Marys saw ~12 large & small bergs from 20 to 28 miles offshore [approximate positions calculated],
IOT,1,381,381,N,Ship,Durango (SS),Visual,44.73333333,-49.5,1909,1909,May,5/2/09,,Medium,,,,,4,,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,382.1,382.1,N,Ship,Laurentian (SS),Visual,47.7,-49.41666667,1909,1909,May,5/2/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12: passed a large berg & several small pieces of ice,
IOT,1,382.2,382.2,N,Ship,Laurentian (SS),Visual,47.7,-49.41666667,1909,1909,May,5/2/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: passed a large berg & several small pieces of ice,
IOT,1,383.11,383.11,N,Ship,Laurentian (SS),Visual,46.71666667,-51.41666667,1909,1909,May,5/2/09,,Large,,,,,,9,,,,,,,,,,,,,,,,HB 1028 May 12: 9 large & several small bergs,
IOT,0,383.12,383.12,N,Ship,Laurentian (SS),Visual,46.38333333,-52.3,1909,1909,May,5/2/09,,Large,,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: 9 large & several small bergs,
IOT,1,383.21,383.21,N,Ship,Laurentian (SS),Visual,46.71666667,-51.41666667,1909,1909,May,5/2/09,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1028 May 12: 9 large & several small bergs,
IOT,0,383.22,383.22,N,Ship,Laurentian (SS),Visual,46.38333333,-52.3,1909,1909,May,5/2/09,,Small,,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: 9 large & several small bergs,
IOT,1,404,404,N,Ship,Tritonia (SS),Visual,45.21666667,-44.61666667,1909,1909,May,5/2/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,82,82,N,Miscellaneous,Cape Race Light,Visual,46.65,-52.91666667,1909,1909,May,5/3/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,NYMR: A number of bergs in sight.,
IOT,1,116.1,116.1,N,Ship,Siberian (SS),Visual,47.78333333,-49.88333333,1909,1909,May,5/3/09,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1029 May 19: saw a very large berg & several pieces of ice,
IOT,1,116.2,116.2,N,Ship,Siberian (SS),Visual,47.78333333,-49.88333333,1909,1909,May,5/3/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1029 May 19: saw a very large berg & several pieces of ice,
IOT,1,117,117,N,Ship,Siberian (SS),Visual,47.46666667,-50.08333333,1909,1909,May,5/3/09,,Large,,,,,,9,,,,,,,,,,,,,,,,"HB 1029 May 19: a large berg, & shortly afterwards encountered field ice, to avoid which headed SE, passed 8 large bergs & large quantities of pack & field ice",
IOT,1,125,125,N,Ship,Vasari (SS),Visual,43.41666667,-43.7,1909,1909,May,5/3/09,,Medium,,,,,1,,,,,,,,30,E,,,,,,,,HB 1029 May 19: Berg ~100' high,
IOT,1,405,405,N,Ship,Tritonia (SS),Visual,45.11666667,-45.01666667,1909,1909,May,5/3/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,406,406,N,Ship,Maryland (SS),Visual,43.45,-43.75,1909,1909,May,5/3/09,,Medium,,,,,1,,,,,,46,E,30,E,,,,,,,,HB 1029 May 19: passed 1½ miles S of a berg 100' high & 150' long [position calculated],
IOT,1,106,106,N,Ship,Almora (SS),Visual,43.55,-54.66666667,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19: passed a large berg 6 miles to the northward [position calculated],
IOT,1,108,108,N,Ship,Concordia (SS),Visual,45.73333333,-53.33333333,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,109,109,N,Ship,Concordia (SS),Visual,45.76666667,-53.58333333,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,110,110,N,Ship,Concordia (SS),Visual,46.03333333,-54.51666667,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,111,111,N,Ship,Concordia (SS),Visual,46.08333333,-54.61666667,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,115,115,N,Ship,Tritonia (SS),Visual,46.16666667,-51.36666667,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,118,118,N,Ship,Siberian (SS),Visual,46.5,-49.33333333,1909,1909,May,5/4/09,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,122.1,122.1,N,Ship,Bengore Head (SS),Visual,47.96666667,-49.2,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19: and a great many pieces of ice,
IOT,1,122.2,122.2,N,Ship,Bengore Head (SS),Visual,47.96666667,-49.2,1909,1909,May,5/4/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1029 May 19: and a great many pieces of ice,
IOT,1,123,123,N,Ship,Bengore Head (SS),Visual,47.73333333,-50.13333333,1909,1909,May,5/4/09,,Large,,,,,,x,,,,,,,,,,,,,,,,HB 1029 May 19: thick field ice and several large bergs,
IOT,1,374,374,N,Ship,Eastlands (SS),Visual,41.16666667,-54.15,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,396,396,N,Ship,Kentucky (SS),Visual,42.96666667,-47.13333333,1909,1909,May,5/4/09,,Small,,,,1,,,,,,,30,E,3,E,,,,,,,,HB 1029 May 19: passed a berg ~100' long & 10' high [date and position unclear],
IOT,1,523,523,N,Ship,Laurentic (SS),Visual,46.76666667,-47.18333333,1909,1909,May,5/4/09,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1032 Jun 9: saw a large piece of detached ice,
IOT,1,524,524,N,Ship,Laurentic (SS),Visual,46.6,-47.7,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1032 Jun 9,
IOT,1,525,525,N,Ship,Laurentic (SS),Visual,45.93333333,-50.06666667,1909,1909,May,5/4/09,,Small,,,,2,,,,,,,,,,,,,,,,,,HB 1032 Jun 9,
IOT,1,526,526,N,Ship,Laurentic (SS),Visual,46.15,-52.25,1909,1909,May,5/4/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1032 Jun 9,
IOT,1,119,119,N,Ship,Siberian (SS),Visual,46.43333333,-52.16666667,1909,1909,May,5/5/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,120,120,N,Ship,Siberian (SS),Visual,46.5,-52.56666667,1909,1909,May,5/5/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,121.01,121.01,N,Ship,Siberian (SS),Visual,46.65,-52.9,1909,1909,May,5/5/09,,Berg,90,,,,,,,,,,,,,,,,,,,,,"HB 1029 May 19: from C.Race to St.John's ~7 miles off, 70 bergs offshore, 20 inshore.",
IOT,0,121.02,121.02,N,Ship,Siberian (SS),Visual,47.56666667,-52.51666667,1909,1909,May,5/5/09,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1029 May 19: from C.Race to St.John's ~7 miles off, 70 bergs offshore, 20 inshore.",
IOT,1,124,124,N,Ship,Bengore Head (SS),Visual,47,-51.43333333,1909,1909,May,5/5/09,,Large,,,,,,x,,,,,,,,,,,,,,,,HB 1029 May 19: field ice and sighting large bergs continuously,
IOT,1,126,126,N,Ship,Grosser Kurfurst (SS),Visual,43,-41.66666667,1909,1909,May,5/5/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,446,446,N,Ship,United States (SS),Visual,43.33333333,-43.8,1909,1909,May,5/5/09,,Medium,,,,,1,,,,,,91,E,30,E,,,,,,,,HB 1030 May 26: passed a berg ~100' high & 300' long,
IOT,1,447,447,N,Ship,Charlois (SS),Visual,42.75,-42.16666667,1909,1909,May,5/5/09,,Medium,,,,,1,,,,,,76,E,18,E,,,,,,,,HB 1030 May 26: passed a berg ~60' high & 250' long,
IOT,1,448,448,N,Ship,Iowa (SS),Visual,42.98333333,-41.93333333,1909,1909,May,5/5/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,84,84,N,Ship,Lake Champlain,Visual,46.66666667,-52.91666667,1909,1909,May,5/6/09,,Berg,1,,,,,,,,,,,,,,,,,,,,,SICDB: Hit a berg off C. Race.  Position approximation only,
IOT,1,93,93,N,Miscellaneous,Point Amour Light,Visual,51.45,-56.86666667,1909,1909,May,5/7/09,,Berg,6,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: and heavy opne ice everywhere,
IOT,1,107,107,N,Ship,Bengore Head (SS),Visual,46.4,-54.41666667,1909,1909,May,5/7/09,,Large,,,,,,2,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,112,112,N,Ship,Siberian (SS),Visual,46.21666667,-53.26666667,1909,1909,May,5/7/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,113,113,N,Ship,Siberian (SS),Visual,45.95,-54.75,1909,1909,May,5/7/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,114,114,N,Ship,Siberian (SS),Visual,45.93333333,-54.33333333,1909,1909,May,5/7/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19,
IOT,1,370,370,N,Miscellaneous,Cape Race Light,Visual,46.65,-53.06666667,1909,1909,May,5/7/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12: bergs everywhere,
IOT,1,371,371,N,Miscellaneous,Point Amour Light,Visual,51.38333333,-56.86666667,1909,1909,May,5/7/09,,Berg,6,,,,,,,,,,,,,,,,,,,,,HB 1028 May 12,
IOT,1,431,431,N,Ship,Craster Hall (SS),Visual,43.76666667,-47.75,1909,1909,May,5/7/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1030 May 26: saw a small berg ~9 miles distant,
IOT,1,484.1,484.1,N,Ship,Mobile (SS),Visual,43.7,-40.23333333,1909,1909,May,5/7/09,,Medium,,,,,1,,,,,,61,E,18,E,,,,,,,,HB 1031 Jun 2: passed a berg ~200' long & 59' high; also several pieces of ice. Large pieces of ice were falling from the berg which occasionally took some heavy lists & at one time turned completely over.,
IOT,1,484.2,484.2,N,Ship,Mobile (SS),Visual,43.7,-40.23333333,1909,1909,May,5/7/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1031 Jun 2: passed a berg ~200' long & 59' high; also several pieces of ice. Large pieces of ice were falling from the berg which occasionally took some heavy lists & at one time turned completely over.,
IOT,1,527,527,N,Ship,Petroleum (SS),Visual,43.43333333,-40.38333333,1909,1909,May,5/7/09,,Very large,,,,,,,1,,,,244,E,37,E,,,,,,,,HB 1032 Jun 9: saw a large berg ~800' long & 120' high,
IOT,1,412.01,412.01,N,Ship,Urania (SS),Visual,48.5,-50,1909,1909,May,5/8/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1030 May 26: encountered field ice & thence saw ice & numerous bergs,
IOT,1,85,85,N,Ship,Volturno (SS),Visual,47.66666667,-49.5,1909,1909,May,5/9/09,,Ice island,,,,,,,,1,,,463,E,122,E,,,,,,,,HB 1030 May 26: field ice all about & a large berg ~400' high & ¼ mile long. NYMR: Heavy field ice and bergs extending as far as could be seen from aloft.,
IOT,1,86.1,86.1,N,Ship,Volturno (SS),Visual,48.25,-47,1909,1909,May,5/9/09,,Medium,,,,,1,,,,,,61,E,21,E,,,,,,,,HB 1030 May 26: saw a berg ~70' high & 200' long. NYMR: Several small bergs and pieces of ice. HB 1029 May 19: passed several small bergs & pieces of ice [date and position unclear],
IOT,1,86.2,86.2,N,Ship,Volturno (SS),Visual,48.25,-47,1909,1909,May,5/9/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1030 May 26: saw a berg ~70' high & 200' long. NYMR: Several small bergs and pieces of ice. HB 1029 May 19: passed several small bergs & pieces of ice [date and position unclear],
IOT,1,398,398,N,Ship,Volturno (SS),Visual,47.65,-49,1909,1909,May,5/9/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1029 May 19: heavy field ice & bergs were seen extending around as far as could be seen from aloft [date and position unclear],
IOT,1,438,438,N,Ship,Volturno (SS),Visual,47.75,-48.95,1909,1909,May,5/9/09,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1030 May 26: numerous small pieces of ice,
IOT,1,451.01,451.01,N,Ship,Corsican (SS),Visual,46.3,-54.55,1909,1909,May,5/9/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1031 Jun 2: steamed between bergs & detached pieces of field ice. Noticed excessive refraction,
IOT,0,451.02,451.02,N,Ship,Corsican (SS),Visual,46.66666667,-47.08333333,1909,1909,May,5/9/09,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1031 Jun 2: steamed between bergs & detached pieces of field ice. Noticed excessive refraction,
IOT,1,452,452,N,Ship,Empress of Ireland (SS),Visual,46.46666667,-54.46666667,1909,1909,May,5/9/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1031 Jun 2,
IOT,1,453,453,N,Ship,Empress of Ireland (SS),Visual,46.51666667,-53.81666667,1909,1909,May,5/9/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1031 Jun 2,
IOT,1,454,454,N,Ship,Empress of Ireland (SS),Visual,46.48333333,-53.73333333,1909,1909,May,5/9/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1031 Jun 2,
IOT,1,389,389,N,Ship,Caledonian (SS),Visual,42.83333333,-48.71666667,1909,1909,May,5/10/09,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1029 May 19: [date and position unclear],
IOT,1,394,394,N,Ship,Saxonia (SS),Visual,42.15,-48.33333333,1909,1909,May,5/10/09,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1029 May 19: [date and position unclear],
IOT,1,395,395,N,Ship,Saxonia (SS),Visual,42,-48.63333333,1909,1909,May,5/10/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1029 May 19: [date and position unclear],
IOT,1,420,420,N,Ship,Borderer (SS),Visual,46,-50.83333333,1909,1909,May,5/10/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,"HB 1030 May 26: ~30 miles S of Virgin Rocks passed several bergs & steamed through field ice for 50 miles [position calculated, date approximate]",
IOT,1,439,439,N,Ship,Volturno (SS),Visual,47,-49.16666667,1909,1909,May,5/10/09,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1030 May 26: cleared ice after seeing many small bergs in the field ice & stopping 9 hours on account of fog,
IOT,1,455,455,N,Ship,Empress of Ireland (SS),Visual,46.28333333,-47.33333333,1909,1909,May,5/10/09,,Small,,,,1,,,,,,,,,,,,,,,,,,HB 1031 Jun 2,
IOT,1,456,456,N,Ship,Empress of Ireland (SS),Visual,46.28333333,-46.91666667,1909,1909,May,5/10/09,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 1031 Jun 2: a large lump of ice,
IOT,1,391,391,N,Ship,Caroline (SS),Visual,42.53333333,-48.5,1909,1909,May,5/11/09,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1029 May 19: [date and position unclear],
IOT,0,412.02,412.02,N,Ship,Urania (SS),Visual,46,-48.5,1909,1909,May,5/11/09,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1030 May 26: encountered field ice & thence saw ice & numerous bergs,
IOT,1,413.01,413.01,N,Ship,Urania (SS),Visual,47,-52.58333333,1909,1909,May,5/11/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,"HB 1030 May 26: along the Newfoundland coast from 47N to C.St.Francis, 10 to 15 miles offshore, passed field ice with numerous bergs [approximate positions calculated]",
IOT,0,413.02,413.02,N,Ship,Urania (SS),Visual,47.81666667,-52.48333333,1909,1909,May,5/11/09,,Berg,,,,,,,,,,,,,,,,,,,,,,"HB 1030 May 26: along the Newfoundland coast from 47N to C.St.Francis, 10 to 15 miles offshore, passed field ice with numerous bergs [approximate positions calculated]",
IOT,1,424.01,424.01,N,Ship,Sardinian (SS),Visual,47.83333333,-48.66666667,1909,1909,May,5/11/09,,Berg,x,,,,,,,,,,,,,,,,,,,,,HB 1030 May 26: saw thick floe ice extending as far as could be seen in all directions & interspersed with many bergs,
IOT,0,424.02,424.02,N,Ship,Sardinian (SS),Visual,47.25,-50.33333333,1909,1909,May,5/11/09,,Berg,,,,,,,,,,,,,,,,,,,,,,HB 1030 May 26: saw thick floe ice extending as far as could be seen in all directions & interspersed with many bergs,
IOT,1,425,425,N,Ship,Sardinian (SS),Visual,47.53333333,-49.3,1909,1909,May,5/11/09,,Very large,,,,,,,1,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,444,444,N,Ship,Rotterdam (SS),Visual,43.08333333,-44.16666667,1909,1909,May,5/11/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,445,445,N,Ship,Rotterdam (SS),Visual,41.6,-48.2,1909,1909,May,5/11/09,,Medium,,,,,1,,,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,417,417,N,Ship,Astrakhan (SS),Visual,46.5,-49,1909,1909,May,5/12/09,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1030 May 26: encountered field ice & later small bergs. Steered S & E for several hours sighting many small bergs,
IOT,1,426,426,N,Ship,Sardinian (SS),Visual,46.6,-52.55,1909,1909,May,5/12/09,,Berg,3,,,,,,,,,,,,,,,,,,,,,HB 1030 May 26,
IOT,1,427.01,427.01,N,Ship,Sardinian (SS),Visual,46.6,-52.55,1909,1909,May,5/12/09,,Small,,,,x,,,,,,,,,,,,,,,,,,HB 1030 May 26: numerous small bergs,
